,rho,p,adjusted_p,class
Nfu_g_1_000359,-0.0823687767580373,0.695482901967871,0.852596817468717,Not-significant
Nfu_g_1_000360,0.168659876218838,0.420286848858941,0.673778091788263,Not-significant
Nfu_g_1_000365,-0.37262065676255,0.0665912718596344,0.253887230803046,Not-significant
Nfu_g_1_000369,0.011766968108291,0.955481654680904,0.978590978422023,Not-significant
Nfu_g_1_000372,0.22357239405753,0.282686521221276,0.551514223032413,Not-significant
Nfu_g_1_000373,0.41576620649295,0.0387299645233243,0.187481787230884,Not-significant
Nfu_g_1_000379,-0.137281294596729,0.512870658369538,0.742661895920466,Not-significant
Nfu_g_1_000380,0.086291099460801,0.681708334347298,0.845755338055262,Not-significant
Nfu_g_1_000381,-0.0823687767580373,0.695482901967871,0.852596817468717,Not-significant
Nfu_g_1_000385,0.125514326488438,0.549963870548087,0.76679217577895,Not-significant
Nfu_g_1_000386,-0.219650071354766,0.291436130144059,0.560419292372887,Not-significant
Nfu_g_1_000390,0.059043440490011,0.779210795905344,0.89869105334819,Not-significant
Nfu_g_1_000391,0.407921561087423,0.0429485990351536,0.198682384612202,Not-significant
Nfu_g_1_000394,0.427196657663021,0.0331779601288016,0.17230629293307,Not-significant
Nfu_g_1_000395,-0.156892908110547,0.453881404562256,0.698046071365419,Not-significant
Nfu_g_1_000402,-0.0156892908110547,0.940664565885103,0.973680683521935,Not-significant
Nfu_g_1_000403,0.219650071354766,0.29143613014406,0.560419292372887,Not-significant
Nfu_g_1_000404,0.176504521624366,0.39867142321844,0.655891604295454,Not-significant
Nfu_g_1_000406,0.0392232270276368,0.852329535048813,0.935193595703542,Not-significant
Nfu_g_1_000408,-0.368698334059786,0.0697368623741285,0.259880620257705,Not-significant
Nfu_g_1_000411,-0.129436649191201,0.537463757474272,0.759624643105486,Not-significant
Nfu_g_1_000414,0.0706018086497463,0.737357202676773,0.873353158178836,Not-significant
Nfu_g_1_000417,-0.011766968108291,0.955481654680904,0.978590978422023,Not-significant
Nfu_g_1_000418,0.380465302168077,0.0606280966718385,0.241270606394075,Not-significant
Nfu_g_1_000424,-0.309863493518331,0.131712785634666,0.368371999112025,Not-significant
Nfu_g_1_000425,0.0313785816221094,0.881635040062385,0.950094791949775,Not-significant
Nfu_g_1_000427,0.0549125178386915,0.794321943739653,0.906580988311013,Not-significant
Nfu_g_1_000428,0.0706018086497463,0.737357202676773,0.873353158178836,Not-significant
Nfu_g_1_000429,-0.211805425949239,0.309438918859256,0.576901269421707,Not-significant
Nfu_g_1_000430,-0.141203617299493,0.500782978173739,0.734061912828932,Not-significant
Nfu_g_1_000431,-0.101325912044972,0.629851707119854,0.816163275251816,Not-significant
Nfu_g_1_000433,0.039253433598943,0.852217033121532,0.935193595703542,Not-significant
Nfu_g_1_000436,0.0549125178386915,0.794321943739653,0.906580988311013,Not-significant
Nfu_g_1_000437,-0.290251880004512,0.15928683734018,0.406273686281556,Not-significant
Nfu_g_1_000440,-0.164737553516075,0.431330521930971,0.681341326608321,Not-significant
Nfu_g_1_000444,-0.176504521624366,0.39867142321844,0.655891604295454,Not-significant
Nfu_g_1_000446,-0.407921561087423,0.0429485990351537,0.198682384612202,Not-significant
Nfu_g_1_000449,-0.431455497304005,0.0312796939580859,0.166193290847546,Not-significant
Nfu_g_1_000453,-0.360853688654259,0.0763679797260964,0.273780865088961,Not-significant
Nfu_g_1_000457,0.121592003785674,0.562595973366879,0.774595456453023,Not-significant
Nfu_g_1_000458,0.156892908110547,0.453881404562256,0.698046071365419,Not-significant
Nfu_g_1_000459,-0.0392232270276368,0.852329535048812,0.935193595703542,Not-significant
Nfu_g_1_000460,-0.0196116135138184,0.925866617300084,0.969503572950072,Not-significant
Nfu_g_1_000461,0.353009043248731,0.0834680952673889,0.287481875566408,Not-significant
Nfu_g_1_000463,-0.113747358380147,0.588244349063804,0.790790022367824,Not-significant
Nfu_g_1_000464,-0.0941357448663283,0.654457844625104,0.830242322671893,Not-significant
Nfu_g_1_000468,0.129436649191201,0.537463757474272,0.759624643105486,Not-significant
Nfu_g_1_000470,-0.0619031897802228,0.768794747086224,0.892349437610096,Not-significant
Nfu_g_1_000473,0.113747358380147,0.588244349063804,0.790790022367824,Not-significant
Nfu_g_1_000474,-0.133358971893965,0.525098450748756,0.752124970868665,Not-significant
Nfu_g_1_000478,0.113747358380147,0.588244349063804,0.790790022367824,Not-significant
Nfu_g_1_000482,-0.290251880004512,0.15928683734018,0.406273686281556,Not-significant
Nfu_g_1_000484,0.26284617328744,0.204295093417373,0.464507874467789,Not-significant
Nfu_g_1_000488,-0.106622797996637,0.611964978728002,0.805708510370054,Not-significant
Nfu_g_1_000489,-0.176504521624366,0.39867142321844,0.655891604295454,Not-significant
Nfu_g_1_000490,-0.454989433520587,0.022297340795603,0.13843630948849,Not-significant
Nfu_g_1_000492,-0.129436649191201,0.537463757474272,0.759624643105486,Not-significant
Nfu_g_1_000497,-0.0431455497304005,0.837745377706391,0.927303278339213,Not-significant
Nfu_g_1_000501,-0.0196116135138184,0.925866617300084,0.969503572950072,Not-significant
Nfu_g_1_000503,0.0392232270276368,0.852329535048813,0.935193595703542,Not-significant
Nfu_g_1_000506,-0.345164397843204,0.0910558495858242,0.301924179407672,Not-significant
